omega_san,omega_yak,yak_FB,mel_FB,CG,symbol,seqnames,start,end,length,type
0,0,FBgn0242053,FBgn0037536,CG2698,CG2698,3R,8001562,8006033,4472,genome
NA,0,FBgn0236254,FBgn0032153,CG4537,CG4537,2L,9890885,9891336,452,genome
0,0,FBgn0237614,FBgn0036052,CG10809,CG10809,3L,9857383,9859889,2507,genome
0,0.111111111,FBgn0234246,FBgn0029870,CG3869,Marf,X,6365949,6370924,4976,genome
NA,0,FBgn0234497,FBgn0259143,CG42258,CG42258,X,12463528,12478431,14904,genome
0.166666667,0.071428571,FBgn0231572,FBgn0034310,CG5733,Nup75,2R,18164694,18167140,2447,genome
4,3,FBgn0241932,FBgn0032551,CG18636,CG18636,2L,14783301,14784598,1298,genome
1,2,FBgn0232988,FBgn0265138,CG31929,Gr22c,2L,1790617,1791823,1207,Gr
1,2,FBgn0232988,FBgn0045500,CG31931,Gr22b,2L,1792057,1793268,1212,Gr
0,0,FBgn0241094,FBgn0039084,CG10175,CG10175,3R,23522264,23530986,8723,genome
1.5,0.25,FBgn0234864,FBgn0031315,CG14341,CG14341,2L,1166506,1167211,706,genome
0,0,FBgn0238674,FBgn0003206,CG1167,Ras64B,3L,4139076,4141398,2323,genome
1,0.666666667,FBgn0234003,FBgn0029840,CG4320,raptor,X,6082634,6090201,7568,genome
2,1.666666667,FBgn0231688,FBgn0034122,CG15711,CG15711,2R,16363551,16365895,2345,genome
0,NA,FBgn0236979,FBgn0013303,CG7641,Nca,3L,19991887,19997568,5682,genome
1,0.5,FBgn0231802,FBgn0034725,CG6044,CG6044,2R,22404177,22408540,4364,genome
0,0,FBgn0067961,FBgn0024887,CG5649,kin17,3L,20356807,20358331,1525,genome
0,0.2,FBgn0236020,FBgn0032470,CG5142,CG5142,2L,13106807,13109468,2662,genome
0.272727273,0.625,FBgn0237355,FBgn0000639,CG17285,Fbp1,3L,14094589,14098053,3465,genome
0,0.5,FBgn0230633,FBgn0032946,CG8663,nrv3,2L,21380000,21393319,13320,genome
NA,0,FBgn0235099,FBgn0031351,CG14352,CG14352,2L,1611410,1612576,1167,genome
0.5,0,FBgn0231467,FBgn0034488,CG11208,CG11208,2R,20242752,20245388,2637,genome
0,0.5,FBgn0238095,FBgn0035957,CG5144,CG5144,3L,9047439,9048724,1286,genome
1,3,FBgn0233609,FBgn0030623,CG15031,PPYR1,X,15243859,15244913,1055,genome
0.454545455,0.157894737,FBgn0233750,FBgn0041203,CG1848,LIMK1,X,12584385,12592193,7809,genome
0.296296296,0.342857143,FBgn0234747,FBgn0004367,CG4252,mei-41,X,16391698,16399850,8153,genome
1.111111111,0.125,FBgn0235777,FBgn0041247,CG13787,Gr28a,2L,7452520,7454212,1693,Gr
0.1,0.181818182,FBgn0237854,FBgn0035627,CG10583,Sse,3L,5659700,5662247,2548,genome
1,0,FBgn0235241,FBgn0054026,CG34026,CG34026,X,9533818,9534625,808,genome
0,NA,FBgn0241220,FBgn0033162,CG1707,CG1707,2R,7393546,7395932,2387,genome
1.5,0,FBgn0241706,FBgn0051274,CG31274,CG31274,3R,16993016,16994532,1517,genome
1.5,0,FBgn0241706,FBgn0043069,CG31447,MESK4,3R,16988814,16990419,1606,genome
0.75,0.285714286,FBgn0232856,FBgn0031190,CG12576,CG12576,X,22474851,22482357,7507,genome
0,0,FBgn0236360,FBgn0031720,CG14013,CG14013,2L,5552843,5553850,1008,genome
0.333333333,0.363636364,FBgn0236135,FBgn0031999,CG8419,CG8419,2L,8206171,8209637,3467,genome
0.545454545,0.214285714,FBgn0239273,FBgn0036461,CG10006,Zip71B,3L,14992289,14997817,5529,genome
0,0.5,FBgn0243138,FBgn0037902,CG5281,CG5281,3R,11435850,11437523,1674,genome
0,3,FBgn0240529,FBgn0261395,CG1736,Prosalpha3T,3R,31122527,31123415,889,genome
0.5,0,FBgn0241333,FBgn0033145,CG12828,CG12828,2R,7149174,7149677,504,genome
NA,0,FBgn0234130,FBgn0025638,CG16982,Roc1a,X,647304,648597,1294,genome
1.833333333,1.25,FBgn0230388,FBgn0051797,CG31797,CG31797,2L,19259432,19262240,2809,genome
0,0.045454545,FBgn0240633,FBgn0266673,CG6159,Sec10,3R,24134831,24137538,2708,genome
0,0.125,FBgn0230167,FBgn0033706,CG13167,Vha36-2,2R,12257282,12258652,1371,genome
0,0,FBgn0068277,FBgn0030870,CG6398,CG6398,X,17830828,17841705,10878,genome
NA,0,FBgn0237730,FBgn0035781,CG8560,CG8560,3L,7402332,7404181,1850,genome
0,0,FBgn0238796,FBgn0005658,CG7018,Ets65A,3L,6097617,6123913,26297,genome
0,0,FBgn0236713,FBgn0015338,CG5861,CG5861,2L,16305801,16307298,1498,genome
0.333333333,0.5,FBgn0235377,FBgn0031195,CG17600,CG17600,X,22515197,22542024,26828,genome
1.307692308,0.95,FBgn0239161,FBgn0036311,CG17666,CG17666,3L,12781325,12784377,3053,genome
0,1,FBgn0233126,FBgn0030892,CG7206,CG7206,X,18088725,18090509,1785,genome
2,0.8,FBgn0231351,FBgn0034639,CG15673,CG15673,2R,21608393,21613071,4679,genome
0,0.083333333,FBgn0239039,FBgn0052082,CG32082,CG32082,3L,11136049,11163984,27936,genome
0,1,FBgn0242319,FBgn0038571,CG7215,CG7215,3R,18165442,18167273,1832,genome
NA,1,FBgn0068170,FBgn0033659,CG18188,Damm,2R,11865176,11866383,1208,genome
0.666666667,0.833333333,FBgn0242567,FBgn0261649,CG31247,tinc,3R,17811541,17872507,60967,genome
0.769230769,0.833333333,FBgn0044885,FBgn0000594,CG17148,Est-P,3L,12190733,12192528,1796,genome
0.769230769,0.833333333,FBgn0044885,FBgn0000592,CG6917,Est-6,3L,12188818,12190705,1888,genome
0,0,FBgn0240979,FBgn0003093,CG1954,Pkc98E,3R,29039156,29049148,9993,genome
0.666666667,0.428571429,FBgn0239518,FBgn0036568,CG5389,ms(3)72Dt,3L,16097834,16100088,2255,genome
1,0.153846154,FBgn0231235,FBgn0263397,CG8585,Ih,2R,14276130,14300095,23966,genome
2,1,FBgn0231468,FBgn0034486,CG13869,CG13869,2R,20238495,20239429,935,genome
0,0,FBgn0242915,FBgn0037572,CG11698,CG11698,3R,8312188,8313097,910,genome
0,0.2,FBgn0234367,FBgn0029689,CG6428,CG6428,X,3965435,3968655,3221,genome
0,NA,FBgn0237233,FBgn0036703,CG7707,CG7707,3L,17243436,17244746,1311,genome
1,0.083333333,FBgn0240748,FBgn0051103,CG31103,CG31103,3R,25219318,25221444,2127,genome
1,NA,FBgn0242190,FBgn0260234,CG42508,CG42508,3R,19914320,19915412,1093,genome
3,1.142857143,FBgn0236021,FBgn0032471,CG5122,CG5122,2L,13130591,13134804,4214,genome
0,0.5,FBgn0228794,FBgn0039875,CG1937,sip3,3R,31772219,31775163,2945,genome
0.142857143,0.1,FBgn0229681,FBgn0032475,CG16975,Sfmbt,2L,13169649,13176785,7137,genome
0,0.25,FBgn0236487,FBgn0033174,CG11125,CG11125,2R,7447473,7449995,2523,genome
0,0.272727273,FBgn0233254,FBgn0014340,CG3025,mof,X,5873840,5876853,3014,genome
0,NA,FBgn0236596,FBgn0033357,CG8226,Tom7,2R,8951595,8952242,648,genome
0,0,FBgn0235899,FBgn0032291,CG17118,CG17118,2L,10730255,10731356,1102,genome
0.5,0.375,FBgn0235242,FBgn0030141,CG3002,Gga,X,9601030,9604280,3251,genome
0.75,0.25,FBgn0233865,FBgn0029697,CG15570,CG15570,X,4218170,4223331,5162,genome
0.25,1,FBgn0228325,FBgn0039655,CG14507,CG14507,3R,29226204,29227725,1522,genome
0,0.379310345,FBgn0235378,FBgn0027509,CG7261,CG7261,2L,2147518,2151664,4147,genome
0.2,0.1,FBgn0229575,FBgn0034114,CG4282,CG4282,2R,16322186,16324801,2616,genome
NA,NA,FBgn0230514,FBgn0032637,CG5050,CG5050,2L,17452924,17458775,5852,genome
0.857142857,0.6,FBgn0229459,FBgn0034221,CG10764,CG10764,2R,17453399,17455729,2331,genome
0.142857143,0.428571429,FBgn0229800,FBgn0034422,CG7137,CG7137,2R,19227344,19228613,1270,genome
0,0,FBgn0240856,FBgn0039461,CG5500,CG5500,3R,26876630,26880459,3830,genome
NA,NA,FBgn0068393,FBgn0032122,CG31883,CG31883,2L,9528515,9529648,1134,genome
0.666666667,0,FBgn0234748,FBgn0030747,CG4301,CG4301,X,16405509,16414651,9143,genome
0,0,FBgn0232034,FBgn0035035,CG3570,CG3570,2R,24603572,24604670,1099,genome
0,0,FBgn0238224,FBgn0035251,CG7967,CG7967,3L,1651432,1652900,1469,genome
1.333333333,0.4,FBgn0233375,FBgn0003310,CG4385,S,2L,1049674,1077815,28142,genome
0,0.285714286,FBgn0238341,FBgn0035107,CG1216,mri,3L,200174,202152,1979,genome
0.625,0.090909091,FBgn0239396,FBgn0036702,CG6512,CG6512,3L,17238613,17242128,3516,genome
0.5,0.166666667,FBgn0235649,FBgn0031518,CG3277,CG3277,2L,3304100,3317418,13319,genome
NA,0,FBgn0230885,FBgn0032682,CG10176,CG10176,2L,18485417,18488021,2605,genome
0,0.25,FBgn0229924,FBgn0050296,CG30296,RIC-3,2R,21017784,21024918,7135,genome
1,0.333333333,FBgn0234004,FBgn0029839,CG4660,CG4660,X,6078708,6081372,2665,genome
0.5,0.166666667,FBgn0231928,FBgn0265052,CG44167,St3,2R,23683377,23687980,4604,genome
1.5,1,FBgn0230760,FBgn0053503,CG33503,Cyp12d1-d,2R,11123658,11125647,1990,genome
1.5,1,FBgn0230760,FBgn0050489,CG30489,Cyp12d1-p,2R,11117225,11121884,4660,genome
0,0,FBgn0234247,FBgn0029873,CG3918,CG3918,X,6524464,6526342,1879,genome
0,0.125,FBgn0228564,FBgn0027090,CG10506,Aats-gln,3R,25263267,25265721,2455,genome
0,0,FBgn0231127,FBgn0033726,CG8836,Cpr49Ad,2R,12390896,12391699,804,genome
0,0,FBgn0236255,FBgn0010520,CG4539,Bka,2L,9895287,9896104,818,genome
0.111111111,0.076923077,FBgn0237976,FBgn0035468,CG14979,Gr63a,3L,3894999,3896603,1605,Gr
NA,0,FBgn0084489,FBgn0265101,CG9617,Sgt1,3R,8304190,8305274,1085,genome
0,0.666666667,FBgn0236361,FBgn0031718,CG14014,CG14014,2L,5549709,5550835,1127,genome
0.090909091,0.16,FBgn0242806,FBgn0037541,CG2747,CG2747,3R,8016210,8030790,14581,genome
0,0,FBgn0237356,FBgn0036406,CG13484,CG13484,3L,14052428,14053079,652,genome
0.75,0,FBgn0231689,FBgn0050098,CG30098,CG30098,2R,16354224,16355215,992,genome
1,0,FBgn0228210,FBgn0039034,CG6679,Or94b,3R,22989295,22990568,1274,Or
0,0.058823529,FBgn0045505,FBgn0033159,CG17800,Dscam1,2R,7317924,7381899,63976,genome
0.333333333,0.111111111,FBgn0232476,FBgn0031528,CG15412,CG15412,2L,3373567,3375711,2145,genome
NA,NA,FBgn0068488,FBgn0030519,CG11151,CG11151,X,13739744,13741952,2209,genome
0.6,1.285714286,FBgn0239903,FBgn0033354,CG13745,FANCI,2R,8934576,8939789,5214,genome
0,0.333333333,FBgn0232989,FBgn0030186,CG2962,CG2962,X,10214858,10216642,1785,genome
0,NA,FBgn0243387,FBgn0263022,CG43317,CG43317,3R,15833462,15834425,964,genome
0.25,0.5,FBgn0229238,FBgn0035041,CG13594,CG13594,2R,24615423,24638588,23166,genome
0.6,0,FBgn0234865,FBgn0031011,CG8034,CG8034,X,19281232,19298162,16931,genome
0.4,0.4,FBgn0234972,FBgn0029958,CG12151,Pdp,X,7731779,7734651,2873,genome
0.5,0.714285714,FBgn0228448,FBgn0039476,CG6271,CG6271,3R,27024968,27026109,1142,genome
0.5,0.714285714,FBgn0228448,FBgn0039475,CG6277,CG6277,3R,27022071,27023217,1147,genome
NA,NA,FBgn0227987,FBgn0051363,CG31363,Jupiter,3R,11590386,11619906,29521,genome
0.1,0,FBgn0067962,FBgn0011236,CG5575,ken,2R,23870273,23877442,7170,genome
0,0,FBgn0231352,FBgn0034638,CG10433,CG10433,2R,21605676,21608125,2450,genome
1,0,FBgn0235100,FBgn0052564,CG32564,CG32564,X,17206407,17207854,1448,genome
0.083333333,0,FBgn0237615,FBgn0004390,CG6721,RasGAP1,3L,9839093,9855285,16193,genome
0,0,FBgn0237855,FBgn0035624,CG12756,Eaf6,3L,5607162,5608300,1139,genome
2,0.5,FBgn0236022,FBgn0028410,CG5182,Pk34A,2L,13158810,13160173,1364,genome
NA,3,FBgn0236136,FBgn0015299,CG8396,Ssb-c31a,2L,8211347,8211938,592,genome
0,NA,FBgn0236714,FBgn0028894,CG5869,CG5869,2L,16301656,16302954,1299,genome
0.25,0,FBgn0234498,FBgn0031275,CG3022,GABA-B-R3,2L,749945,762399,12455,genome
0,0,FBgn0230389,FBgn0010097,CG17566,gammaTub37C,2L,19183863,19185726,1864,genome
0.285714286,0.148148148,FBgn0243264,FBgn0038108,CG7518,CG7518,3R,12998089,13008404,10316,genome
0.090909091,0.214285714,FBgn0228677,FBgn0005674,CG5394,Aats-glupro,3R,23952136,23958391,6256,genome
5,5,FBgn0231803,FBgn0053200,CG33200,ventrally-expressed-protein-D,2R,22408525,22409342,818,genome
0,0,FBgn0239638,FBgn0036973,CG5585,Rbbp5,3L,20345736,20347942,2207,genome
1,1,FBgn0242686,FBgn0038730,CG6300,CG6300,3R,19771382,19773225,1844,genome
1,1,FBgn0242686,FBgn0038731,CG11659,CG11659,3R,19775459,19777280,1822,genome
1,1,FBgn0242686,FBgn0038733,CG11407,CG11407,3R,19781246,19783145,1900,genome
2,0.333333333,FBgn0241096,FBgn0085318,CG34289,CG34289,3R,23506908,23507476,569,genome
0.4,0.2,FBgn0235778,FBgn0025697,CG12789,santa-maria,2L,7445355,7451244,5890,genome
1,0,FBgn0241460,FBgn0038363,CG18505,Acyp2,3R,15792688,15793487,800,genome
NA,NA,FBgn0238675,FBgn0004552,CG1171,Akh,3L,4141467,4142070,604,genome
NA,0,FBgn0233127,FBgn0001174,CG7428,halo,2L,1517533,1518148,616,genome
0,0,FBgn0242916,FBgn0031770,CG13995,CG13995,2L,6054302,6060169,5868,genome
1,1,FBgn0238798,FBgn0020641,CG6955,Lcp65Ad,3L,6143395,6144101,707,genome
0.166666667,0.133333333,FBgn0238460,FBgn0027903,CG12018,CG12018,3L,1775633,1777019,1387,genome
0,0.25,FBgn0238096,FBgn0035960,CG4942,CG4942,3L,9073105,9074467,1363,genome
1.5,0.25,FBgn0228091,FBgn0260766,CG42564,CG42564,3R,6374475,6377348,2874,genome
NA,0,FBgn0236980,FBgn0036928,CG7654,Tom20,3L,20000644,20002446,1803,genome
0,0,FBgn0230168,FBgn0032408,CG6712,CG6712,2L,12095176,12096511,1336,genome
0,0.636363636,FBgn0238915,FBgn0028426,CG3298,JhI-1,2R,10307030,10309794,2765,genome
0,0,FBgn0242444,FBgn0250821,CG14644,CG14644,3R,4251894,4253043,1150,genome
0,0.5,FBgn0231469,FBgn0034483,CG16894,CG16894,2R,20211585,20212619,1035,genome
0,0,FBgn0229460,FBgn0024196,CG10751,robl,2R,17456472,17457129,658,genome
0.75,0,FBgn0230515,FBgn0032640,CG5094,Sgt,2L,17471603,17474773,3171,genome
0.125,0.875,FBgn0235651,FBgn0031520,CG8837,CG8837,2L,3320245,3323141,2897,genome
0.142857143,0,FBgn0233751,FBgn0030400,CG11138,CG11138,X,12569169,12583193,14025,genome
0.75,0,FBgn0238567,FBgn0035902,CG6683,CG6683,3L,8513874,8514921,1048,genome
0.5,0,FBgn0230271,FBgn0033827,CG17047,CG17047,2R,13298995,13301547,2553,genome
0.25,0.5,FBgn0084497,FBgn0085450,CG34421,Snoo,2L,7891187,7984196,93010,genome
0,0.315789474,FBgn0234749,FBgn0026575,CG32575,hang,X,16422831,16438454,15624,genome
0,0,FBgn0239757,FBgn0036833,CG3819,CG3819,3L,18920430,18922108,1679,genome
1.75,1.137931034,FBgn0230056,FBgn0026427,CG12864,Su(var)2-HP2,2R,14607154,14618118,10965,genome
NA,0,FBgn0231573,FBgn0022238,CG5738,lolal,2R,18154095,18158192,4098,genome
1.2,0.5,FBgn0241811,FBgn0037786,CG5361,CG5361,3R,10073821,10075373,1553,genome
0.181818182,0.5,FBgn0243139,FBgn0046225,CG17230,CG17230,3R,11437785,11467372,29588,genome
0.2,0.1,FBgn0233255,FBgn0029818,CG3033,GAA1,X,5870841,5873357,2517,genome
3.5,0,FBgn0234621,FBgn0030538,CG13402,betaNACtes1,X,14171487,14172624,1138,genome
3.5,0,FBgn0234621,FBgn0052598,CG32598,betaNACtes6,X,14316130,14317150,1021,genome
3.5,0,FBgn0234621,FBgn0030563,CG18157,betaNACtes2,X,14314623,14315583,961,genome
3.5,0,FBgn0234621,FBgn0030566,CG18313,betaNACtes4,X,14380351,14381416,1066,genome
0.333333333,0.375,FBgn0242054,FBgn0037538,CG3223,CG3223,3R,8009400,8011018,1619,genome
1,0.714285714,FBgn0240530,FBgn0039818,CG11318,CG11318,3R,31106362,31109191,2830,genome
NA,0,FBgn0068070,FBgn0002626,CG7939,RpL32,3R,30045229,30046161,933,genome
1,NA,FBgn0233866,FBgn0262608,CG43134,CG43134,X,4247313,4247785,473,genome
0.5,0.5,FBgn0229352,FBgn0260761,CG42559,CG42559,2R,23599526,23600787,1262,genome
0,0.333333333,FBgn0241573,FBgn0038131,CG15888,CG15888,3R,13284946,13286529,1584,genome
0.5,0,FBgn0240634,FBgn0039154,CG6164,Npc2f,3R,24137895,24140936,3042,genome
NA,NA,FBgn0233489,FBgn0001624,CG1725,dlg1,X,11369665,11409776,40112,genome
1.5,0.166666667,FBgn0241933,FBgn0037620,CG9793,ranshi,3R,8728367,8729693,1327,genome
0.2,0.222222222,FBgn0242690,FBgn0038735,CG4662,CG4662,3R,19847311,19854403,7093,genome
0.166666667,0,FBgn0239274,FBgn0023174,CG3329,Prosbeta2,3L,14999951,15001319,1369,genome
0,NA,FBgn0229682,FBgn0022740,CG5005,HLH54F,2R,17757405,17760517,3113,genome
0.8,0.2,FBgn0228565,FBgn0032077,CG9515,CG9515,2L,8941945,8943257,1313,genome
NA,0,FBgn0228326,FBgn0062442,CG1458,Cisd2,3R,29222217,29223428,1212,genome
0,0.125,FBgn0242192,FBgn0038746,CG4510,Surf6,3R,19903665,19904868,1204,genome
2,0.6,FBgn0241221,FBgn0045468,CG31335,Gr93d,3R,21845454,21846659,1206,Gr
0,0.133333333,FBgn0229577,FBgn0010611,CG4311,Hmgs,2R,16336090,16341242,5153,genome
0,0,FBgn0243024,FBgn0037737,CG8383,Pnn,3R,9740899,9742844,1946,genome
0.666666667,1,FBgn0236856,FBgn0037141,CG7143,DNApol-eta,3L,21938634,21941812,3179,genome
0.5,0.666666667,FBgn0237731,FBgn0035776,CG8564,CG8564,3L,7385648,7387914,2267,genome
0,0.2,FBgn0236597,FBgn0011300,CG8224,babo,2R,8952339,8962796,10458,genome
0.583333333,0.826086957,FBgn0234368,FBgn0029688,CG6450,lva,X,3955543,3965327,9785,genome
0.75,0.888888889,FBgn0239519,FBgn0036569,CG5414,CG5414,3L,16100280,16103482,3203,genome
0.333333333,0,FBgn0233128,FBgn0030890,CG7536,CG7536,X,18078491,18088532,10042,genome
NA,1.5,FBgn0232857,FBgn0031188,CG14613,CG14613,X,22469981,22472021,2041,genome
0.2,0.25,FBgn0234973,FBgn0027553,CG32721,NELF-B,X,7725996,7728361,2366,genome
0,1,FBgn0068394,FBgn0040972,CG16978,CG16978,2L,13143214,13143622,409,genome
0,0,FBgn0234248,FBgn0000524,CG3929,dx,X,6533999,6538575,4577,genome
0,0,FBgn0236256,FBgn0024285,CG4602,Srp54,2L,9912911,9915044,2134,genome
0,0.285714286,FBgn0228449,FBgn0039476,CG6271,CG6271,3R,27024968,27026109,1142,genome
0,0.285714286,FBgn0228449,FBgn0039475,CG6277,CG6277,3R,27022071,27023217,1147,genome
0.130434783,0.071428571,FBgn0234131,FBgn0021764,CG5227,sdk,X,686834,749496,62663,genome
NA,0,FBgn0233611,FBgn0030622,CG9101,CG9101,X,15228744,15229875,1132,genome
0,0,FBgn0068278,FBgn0263398,CG6364,CG6364,3R,24290172,24293371,3200,genome
0.142857143,0.1,FBgn0238676,FBgn0052260,CG32260,CG32260,3L,4142364,4145966,3603,genome
6,0.142857143,FBgn0231691,FBgn0034120,CG15710,CG15710,2R,16347614,16348527,914,genome
1,0.8,FBgn0239911,FBgn0033348,CG8247,Spt,2R,8920270,8922755,2486,genome
2,NA,FBgn0234499,FBgn0030394,CG2560,Cpr11A,X,12486970,12489448,2479,genome
NA,NA,FBgn0237977,FBgn0015585,CG10852,Acp63F,3L,3815839,3816354,516,genome
0.3,0,FBgn0229461,FBgn0028953,CG14478,CG14478,2R,17457663,17465795,8133,genome
0,0,FBgn0232990,FBgn0030183,CG15309,CG15309,X,10205292,10212374,7083,genome
0.25,0,FBgn0234866,FBgn0031010,CG8028,CG8028,X,19277176,19280349,3174,genome
0.25,0.222222222,FBgn0241707,FBgn0038463,CG3534,CG3534,3R,16996446,16999449,3004,genome
0.666666667,0.833333333,FBgn0238568,FBgn0035900,CG6694,ZC3H3,3L,8507469,8509763,2295,genome
0,NA,FBgn0068071,FBgn0025286,CG1821,RpL31,2R,9587193,9587989,797,genome
0.666666667,0.666666667,FBgn0238097,FBgn0041713,CG4182,yellow-c,2L,15035394,15037841,2448,genome
0.666666667,1,FBgn0230762,FBgn0040765,CG33473,luna,2R,10977956,11116378,138423,genome
0.833333333,0.375,FBgn0236023,FBgn0032473,CG5204,CG5204,2L,13160527,13163153,2627,genome
0,0.142857143,FBgn0067963,FBgn0001941,CG9078,ifc,2L,5986348,5988854,2507,genome
0.4,0.666666667,FBgn0236362,FBgn0031716,CG14015,CG14015,2L,5536850,5539196,2347,genome
1,0,FBgn0233376,FBgn0262900,CG43255,CG43255,X,8923960,8924449,490,genome
NA,0.25,FBgn0243265,FBgn0038109,CG11656,CG11656,3R,13009895,13011086,1192,genome
2,1,FBgn0237234,FBgn0036705,CG13723,CG13723,3L,17264416,17264986,571,genome
NA,NA,FBgn0068171,FBgn0004629,CG8050,Cys,3R,14569103,14569644,542,genome
NA,NA,FBgn0068171,FBgn0038243,CG8066,CG8066,3R,14567611,14568847,1237,genome
0,0.5,FBgn0236715,FBgn0028375,CG5876,heix,2L,16296051,16299858,3808,genome
0.375,0.25,FBgn0236488,FBgn0033178,CG11127,CG11127,2R,7463504,7464987,1484,genome
0.25,0,FBgn0231354,FBgn0034636,CG10440,CG10440,2R,21560246,21576035,15790,genome
2,0,FBgn0240857,FBgn0004359,CG5507,T48,3R,26881734,26910997,29264,genome
0.5,0.4,FBgn0231804,FBgn0034726,CG11301,Mes4,2R,22411789,22412582,794,genome
1,0.666666667,FBgn0242807,FBgn0037539,CG10435,CG10435,3R,8010907,8013201,2295,genome
0.25,0.75,FBgn0230391,FBgn0032763,CG17568,CG17568,2L,19179749,19181702,1954,genome
0,0,FBgn0241334,FBgn0037950,CG14723,HisCl1,3R,11787176,11789393,2218,genome
0,0.5,FBgn0229239,FBgn0035040,CG4741,CG4741,2R,24610801,24615158,4358,genome
0.3,0.411764706,FBgn0231128,FBgn0031070,CG12702,CG12702,X,19759173,19764874,5702,genome
1,0,FBgn0235900,FBgn0032293,CG6444,Dpy-30L1,2L,10732653,10733307,655,genome
0.8,0.6,FBgn0235652,FBgn0053281,CG33281,CG33281,2L,3324237,3326637,2401,genome
0,0.333333333,FBgn0238342,FBgn0024945,CG7067,NitFhit,3L,203730,205309,1580,genome
0,0,FBgn0068489,FBgn0039244,CG11069,CG11069,3R,24894742,24897613,2872,genome
0.5,0.363636364,FBgn0046713,FBgn0002709,CG8923,mei-218,X,17135985,17142996,7012,genome
0,0,FBgn0237856,FBgn0035622,CG10590,CG10590,3L,5601096,5603979,2884,genome
0.5,0,FBgn0231574,FBgn0034304,CG5742,CG5742,2R,18148096,18151410,3315,genome
0,0,FBgn0239640,FBgn0052225,CG32225,CG32225,3L,20304310,20306283,1974,genome
NA,0,FBgn0236137,FBgn0032001,CG8360,CG8360,2L,8212959,8214135,1177,genome
1.5,1,FBgn0242569,FBgn0263995,CG43738,cpo,3R,17919832,18018892,99061,genome
0,NA,FBgn0239758,FBgn0036832,CG18223,CG18223,3L,18919224,18920319,1096,genome
0,NA,FBgn0239758,FBgn0034776,CG13527,CG13527,2R,22763706,22765422,1717,genome
0,0,FBgn0237616,FBgn0015618,CG10572,Cdk8,3L,9837080,9838670,1591,genome
0.4,0.25,FBgn0238225,FBgn0035249,CG17249,CG17249,3L,1645931,1647464,1534,genome
0.5,0.111111111,FBgn0232484,FBgn0085423,CG34394,CG34394,2L,3358640,3373372,14733,genome
1.5,0,FBgn0235380,FBgn0031197,CG17601,CG17601,X,22547097,22548056,960,genome
0.125,0.4,FBgn0229801,FBgn0010434,CG11949,cora,2R,19229063,19243751,14689,genome
0.333333333,0.5,FBgn0242320,FBgn0028542,CG33115,NimB4,2L,13968280,13969976,1697,genome
0,0,FBgn0232035,FBgn0031893,CG4495,CG4495,2L,7182234,7185529,3296,genome
0,0,FBgn0228679,FBgn0039131,CG12268,CG12268,3R,23943628,23948424,4797,genome
0.25,0.375,FBgn0234369,FBgn0029685,CG2938,CG2938,X,3932000,3936469,4470,genome
0.161290323,0.12,FBgn0084503,FBgn0044452,CG1241,Atg2,3L,2774338,2780677,6340,genome
0.333333333,0.5,FBgn0239162,FBgn0261674,CG42709,CG42709,3L,12790192,12796084,5893,genome
0.538461538,0.214285714,FBgn0237236,FBgn0036707,CG13724,CG13724,3L,17322841,17324493,1653,genome
0,0,FBgn0234132,FBgn0040383,CG5254,CG5254,X,750347,758719,8373,genome
5,0.6,FBgn0241461,FBgn0038365,CG9593,CG9593,3R,15802275,15803653,1379,genome
0,0,FBgn0234005,FBgn0029837,CG4690,Tsp5D,X,6069131,6074857,5727,genome
0,0,FBgn0236257,FBgn0032160,CG4598,CG4598,2L,9918618,9920120,1503,genome
0,0,FBgn0229925,FBgn0034576,CG9350,CG9350,2R,21025078,21026086,1009,genome
0,0.75,FBgn0230886,FBgn0032684,CG10178,CG10178,2L,18509560,18513512,3953,genome
0.5,1,FBgn0229353,FBgn0260762,CG42560,CG42560,2R,23599526,23600787,1262,genome
0.3,0,FBgn0239040,FBgn0052076,CG32076,Alg10,3L,11164971,11166620,1650,genome
0,0.352941176,FBgn0233753,FBgn0264542,CG43921,CG43921,X,12516634,12568452,51819,genome
NA,NA,FBgn0239397,FBgn0260943,CG32169,Rbp6,3L,17058774,17238212,179439,genome
0,0.333333333,FBgn0235102,FBgn0265267,CG18258,CG18258,X,17212307,17213977,1671,genome
1.333333333,0.666666667,FBgn0228211,FBgn0039038,CG6688,CG6688,3R,23012412,23015475,3064,genome
0,0.166666667,FBgn0240749,FBgn0039293,CG11851,CG11851,3R,25221589,25224118,2530,genome
0.333333333,0.222222222,FBgn0228796,FBgn0027620,CG1966,Acf1,3R,31793981,31799799,5819,genome
0.36,0.4375,FBgn0236981,FBgn0261574,CG7749,kug,3L,20005301,20024607,19307,genome
0.272727273,0.166666667,FBgn0241222,FBgn0045469,CG31173,Gr93c,3R,21844014,21845265,1252,Gr
0.555555556,0.444444444,FBgn0231239,FBgn0033924,CG8613,CG8613,2R,14352231,14355674,3444,genome
2,0.25,FBgn0240635,FBgn0039155,CG6173,Kal1,3R,24141395,24147490,6096,genome
0.4,0.125,FBgn0235901,FBgn0032295,CG12299,CG12299,2L,10737345,10740762,3418,genome
NA,NA,FBgn0238799,FBgn0020643,CG18773,Lcp65Ab2,3L,6146674,6147089,416,genome
NA,NA,FBgn0238799,FBgn0020644,CG32400,Lcp65Ab1,3L,6149548,6149960,413,genome
NA,0,FBgn0230516,FBgn0032642,CG5110,CG5110,2L,17481231,17482037,807,genome
