seqnames,start,end,length,yak_FB,mel_FB,CG,symbol,DA_yak,DA_san,DS_yak,DS_san,PA_yak,PS_yak,PA_san,PS_san,type
3L,7341884,7345183,3300,FBgn0237738,FBgn0035767,CG8596,CG8596,0,1,2,2,17,67,10,42,genome
3R,31793981,31799799,5819,FBgn0228796,FBgn0027620,CG1966,Acf1,2,2,9,8,42,185,10,39,genome
2R,15423185,15424139,955,FBgn0231778,FBgn0050472,CG30472,CG30472,1,0,0,0,51,35,21,12,genome
4,445504,453947,8444,FBgn0068180,FBgn0016126,CG1495,CaMKI,0,1,0,0,0,5,0,0,genome
X,18724914,18725672,759,FBgn0233072,FBgn0259198,CG42302,CG42302,0,1,0,0,16,8,9,3,genome
X,15801153,15803880,2728,FBgn0233569,FBgn0030695,CG8995,PGRP-LE,0,1,0,2,17,27,2,10,genome
3R,10760071,10761032,962,FBgn0241776,FBgn0051390,CG31390,MED7,0,0,0,1,1,15,0,8,genome
X,2929796,2932626,2831,FBgn0233823,FBgn0052793,CG32793,CG32793,2,8,8,4,21,28,5,6,genome
3L,11070526,11073348,2823,FBgn0239028,FBgn0263241,CG33048,Mocs1,0,0,1,0,22,70,9,32,genome
3L,20469674,20473723,4050,FBgn0239619,FBgn0052428,CG32428,CG32428,0,0,0,0,24,7,15,7,genome
3R,12254187,12256592,2406,FBgn0243203,FBgn0038008,CG3942,CG3942,2,2,0,3,43,98,38,52,genome
2L,14027001,14029368,2368,FBgn0236387,FBgn0028519,CG4500,CG4500,0,2,2,1,46,125,15,42,genome
2R,17546406,17547462,1057,FBgn0068077,FBgn0010409,CG6510,RpL18A,0,0,0,1,0,10,0,1,genome
3R,13695263,13700838,5576,FBgn0241539,FBgn0028487,CG9611,f-cup,0,5,2,1,35,31,13,15,genome
X,5690002,5693084,3083,FBgn0233945,FBgn0000394,CG12410,cv,0,0,0,1,0,19,2,2,genome
3L,3905344,3907813,2470,FBgn0067964,FBgn0041147,CG10850,ida,0,0,0,0,32,166,7,98,genome
X,8157628,8159348,1721,FBgn0233333,FBgn0030013,CG1583,GIIIspla2,0,0,2,2,10,17,3,11,genome
2R,18554119,18611777,57659,FBgn0231550,FBgn0050115,CG30115,GEFmeso,0,0,0,0,60,158,21,55,genome
2R,16793119,16796407,3289,FBgn0231664,FBgn0034159,CG15615,CG15615,0,0,0,0,20,48,2,27,genome
3L,12504292,12505821,1530,FBgn0239145,FBgn0264848,CG10682,vih,0,0,0,0,0,7,0,3,genome
3R,27018608,27019751,1144,FBgn0228451,FBgn0039473,CG17191,CG17191,0,0,0,0,78,45,21,30,genome
2L,3466157,3467334,1178,FBgn0235665,FBgn0021967,CG8844,Pdsw,0,0,0,0,2,14,1,7,genome
X,15328342,15331002,2661,FBgn0234658,FBgn0015926,CG6157,dah,1,1,0,2,20,76,1,14,genome
2R,20563034,20583591,20558,FBgn0231440,FBgn0028622,CG13432,qsm,0,1,0,0,21,59,4,25,genome
2L,7069536,7084635,15100,FBgn0235797,FBgn0031888,CG13780,Pvf2,0,0,0,0,28,65,12,32,genome
2L,16887109,16887966,858,FBgn0068281,FBgn0040985,CG6115,CG6115,0,0,1,0,0,1,0,0,genome
3R,4986500,5011031,24532,FBgn0242393,FBgn0037292,CG2022,CG2022,1,0,2,0,3,6,1,1,genome
X,10158434,10195337,36904,FBgn0235278,FBgn0264503,CG43902,CG43902,0,2,1,0,102,45,34,13,genome
2R,24294097,24298111,4015,FBgn0232004,FBgn0034999,CG3394,CG3394,0,0,0,0,54,148,23,74,genome
3R,15320756,15325279,4524,FBgn0241418,FBgn0026441,CG4913,ear,2,1,0,3,64,120,15,31,genome
3L,2774338,2780677,6340,FBgn0084503,FBgn0044452,CG1241,Atg2,0,2,4,7,96,371,27,86,genome
2L,8364855,8365663,809,FBgn0236150,FBgn0261437,CG42522,CSN8,0,1,1,1,11,16,6,6,genome
3R,20872988,20873580,593,FBgn0242753,FBgn0044812,CG31508,TotC,0,1,1,0,6,2,1,1,genome
3R,20871036,20871700,665,FBgn0242753,FBgn0028396,CG31509,TotA,0,1,1,0,6,2,1,1,genome
3R,20873938,20874522,585,FBgn0242753,FBgn0038838,CG5609,TotB,0,1,1,0,6,2,1,1,genome
3L,3810312,3811114,803,FBgn0237978,FBgn0052263,CG32263,CG32263,0,0,0,0,56,43,27,19,genome
3L,8110368,8113406,3039,FBgn0238906,FBgn0027549,CG7927,CG7927,0,0,1,3,23,97,10,40,genome
2R,9434669,9444937,10269,FBgn0239505,FBgn0029092,CG11804,ced-6,2,2,2,9,9,16,5,11,genome
3R,10434789,10436704,1916,FBgn0243080,FBgn0037817,CG14680,Cyp12e1,1,4,0,0,43,62,20,45,genome
X,20148124,20155514,7391,FBgn0233451,FBgn0031089,CG9572,CG9572,0,0,0,1,2,38,3,19,genome
3R,26414088,26416192,2105,FBgn0240828,FBgn0039425,CG5432,CG5432,0,0,0,0,3,92,3,52,genome
3L,9834367,9836805,2439,FBgn0237617,FBgn0028429,CG10574,I-2,1,0,0,1,27,30,9,14,genome
3L,20317190,20320116,2927,FBgn0236998,FBgn0262057,CG6680,Spn77Ba,0,0,2,1,1,1,0,4,genome
3L,4087581,4092706,5126,FBgn0238670,FBgn0035495,CG14989,CG14989,0,0,0,0,52,16,14,6,genome
X,16700446,16701972,1527,FBgn0233220,FBgn0030774,CG9675,spheroide,4,0,0,0,20,35,4,13,genome
3L,19105381,19138975,33595,FBgn0239739,FBgn0036851,CG14082,CG14082,0,1,0,0,8,26,2,9,genome
3L,5601096,5603979,2884,FBgn0237856,FBgn0035622,CG10590,CG10590,0,0,3,4,4,90,1,30,genome
3R,29026439,29027174,736,FBgn0228343,FBgn0039622,CG1442,eIF4E-6,2,3,0,1,17,4,8,3,genome
3R,5226158,5227526,1369,FBgn0242522,FBgn0037299,CG1115,Vps37B,0,1,4,3,2,1,0,3,genome
2R,23346635,23347768,1134,FBgn0231892,FBgn0034846,CG9863,CG9863,1,1,1,0,41,43,21,21,genome
3R,5779315,5781308,1994,FBgn0068493,FBgn0037374,CG10978,jagn,0,0,0,0,4,29,0,13,genome
3L,146433,149056,2624,FBgn0238334,FBgn0035099,CG6845,CG6845,0,4,2,5,27,40,7,9,genome
2R,9042261,9044709,2449,FBgn0239856,FBgn0033367,CG8193,PPO2,0,0,4,3,5,53,2,25,genome
2L,5706374,5713791,7418,FBgn0242634,FBgn0031730,CG7236,CG7236,0,0,0,0,10,59,1,23,genome
2L,15834569,15835658,1090,FBgn0236730,FBgn0028900,CG18518,CG18518,4,5,6,0,17,6,14,7,genome
X,13155038,13157372,2335,FBgn0234533,FBgn0030456,CG4332,CG4332,0,0,1,1,8,60,8,16,genome
3R,9008321,9010274,1954,FBgn0242972,FBgn0037654,CG11983,CG11983,7,0,0,1,31,15,4,8,genome
3R,23284002,23286041,2040,FBgn0228232,FBgn0039069,CG6763,CG6763,0,0,0,0,25,66,8,39,genome
2L,2254176,2255050,875,FBgn0232751,FBgn0031406,CG17012,Send1,0,0,0,0,47,15,34,9,genome
2L,14345915,14346688,774,FBgn0232751,FBgn0264253,CG18125,Send2,0,0,0,0,47,15,34,9,genome
2L,2253045,2253852,808,FBgn0232751,FBgn0042187,CG17234,CG17234,0,0,0,0,47,15,34,9,genome
3R,28486953,28519398,32446,FBgn0240945,FBgn0013813,CG1842,Dhc98D,2,1,2,3,72,967,41,368,genome
3L,14789935,14801089,11155,FBgn0239262,FBgn0036451,CG9425,CG9425,0,1,3,2,47,325,10,126,genome
3R,22446763,22447263,501,FBgn0241176,FBgn0085317,CG34288,CG34288,0,0,0,0,5,4,1,1,genome
X,10832752,10847092,14341,FBgn0232948,FBgn0003321,CG1664,sbr,0,1,3,2,13,83,3,29,genome
3L,11824207,11825732,1526,FBgn0237497,FBgn0052095,CG32095,CG32095,0,0,0,0,26,37,8,11,genome
X,1370580,1375257,4678,FBgn0234180,FBgn0024987,CG3056,ssx,0,1,5,1,8,23,1,9,genome
X,17710144,17752007,41864,FBgn0235130,FBgn0261570,CG42684,CG42684,0,1,4,0,31,196,21,85,genome
X,942474,945773,3300,FBgn0234070,FBgn0040348,CG3703,CG3703,4,1,7,2,28,42,7,8,genome
3R,31391894,31393527,1634,FBgn0240514,FBgn0051204,CG31204,CG31204,0,0,0,1,122,90,38,36,genome
2L,14882101,14883721,1621,FBgn0241889,FBgn0013301,CG4478,Mst35Bb,4,4,0,0,6,16,4,10,genome
2L,14879050,14881652,2603,FBgn0241889,FBgn0013300,CG4479,Mst35Ba,4,4,0,0,6,16,4,10,genome
3L,12912027,12913646,1620,FBgn0235437,FBgn0052115,CG32115,CG32115,4,0,1,1,168,70,48,29,genome
3R,13767549,13770732,3184,FBgn0243328,FBgn0038180,CG9307,Cht5,1,1,2,0,31,63,10,23,genome
3R,20581770,20585833,4064,FBgn0242146,FBgn0038809,CG16953,CG16953,4,2,4,2,7,7,10,13,genome
2R,7674450,7675362,913,FBgn0236502,FBgn0033209,CG12107,CG12107,0,0,0,0,1,6,1,6,genome
3R,30010476,30015284,4809,FBgn0240611,FBgn0039737,CG7920,CG7920,1,0,0,1,5,60,6,25,genome
3R,25224156,25232321,8166,FBgn0228569,FBgn0039294,CG13664,Cad96Cb,0,0,0,0,27,166,8,77,genome
2R,9122125,9123309,1185,FBgn0236610,FBgn0033381,CG11784,GstE13,0,2,3,3,5,8,5,2,genome
2L,10870167,10870722,556,FBgn0235910,FBgn0032311,CG12517,CG12517,0,1,0,1,14,13,7,6,genome
X,2681987,2682932,946,FBgn0234419,FBgn0025838,CG2652,CG2652,1,0,2,1,1,8,2,1,genome
3R,18650121,18659309,9189,FBgn0242270,FBgn0051224,CG31224,CG31224,11,2,14,8,22,23,14,15,genome
3L,16237723,16239462,1740,FBgn0236876,FBgn0263608,CG32154,l(3)72Dr,1,0,0,1,24,19,5,8,genome
3R,11680972,11684342,3371,FBgn0227979,FBgn0037934,CG6830,CG6830,1,8,0,2,153,143,30,41,genome
3R,11684672,11688133,3462,FBgn0227979,FBgn0037935,CG6834,CG6834,1,8,0,2,153,143,30,41,genome
3L,17530081,17546660,16580,FBgn0237250,FBgn0259174,CG42279,Nedd4,0,0,1,0,5,31,0,21,genome
X,5616572,5618806,2235,FBgn0234300,FBgn0029778,CG3208,RhoGAP5A,0,3,4,4,14,26,2,4,genome
3L,7244388,7245383,996,FBgn0044479,FBgn0016036,CG14827,mei-P22,1,0,0,1,65,48,35,32,genome
3R,7126271,7128027,1757,FBgn0242867,FBgn0037473,CG10068,CG10068,0,0,0,0,1,0,0,0,genome
3L,16106594,16112626,6033,FBgn0237128,FBgn0263603,CG5215,Zn72D,0,0,1,0,9,50,0,30,genome
3L,6075536,6076258,723,FBgn0238791,FBgn0035675,CG6610,CG6610,0,0,0,0,2,19,0,6,genome
X,18707494,18726572,19079,FBgn0233073,FBgn0259231,CG42301,CCKLR-17D1,0,1,3,0,34,76,10,24,genome
2L,13227529,13228521,993,FBgn0236033,FBgn0032490,CG16813,CG16813,0,1,0,0,15,31,4,6,genome
3R,6374475,6377348,2874,FBgn0228091,FBgn0260766,CG42564,CG42564,3,2,0,0,68,70,32,28,genome
3L,17380026,17382728,2703,FBgn0239385,FBgn0036716,CG13728,CG13728,0,1,0,0,75,137,17,57,genome
3L,13906897,13925335,18439,FBgn0237370,FBgn0026376,CG8865,Rgl,1,0,0,2,25,178,15,76,genome
3L,1670407,1672727,2321,FBgn0238219,FBgn0035256,CG13930,CG13930,0,0,0,0,53,146,14,90,genome
2R,17590964,17591881,918,FBgn0067965,FBgn0029079,CG4924,icln,0,0,0,3,9,13,2,3,genome
X,11411783,11413190,1408,FBgn0234773,FBgn0030297,CG12622,Gr10b,1,4,2,0,19,30,22,27,Gr
2R,22854383,22855694,1312,FBgn0068078,FBgn0010078,CG3661,RpL23,0,0,1,0,1,9,0,1,genome
3R,12138833,12158595,19763,FBgn0241659,FBgn0037993,CG10095,dpr15,0,2,0,1,44,24,16,22,genome
2R,15368074,15371520,3447,FBgn0231779,FBgn0011660,CG8169,Pms2,0,3,1,0,94,120,12,11,genome
3R,23932729,23933530,802,FBgn0228681,FBgn0039129,CG5338,RpS19b,1,2,1,0,3,18,4,7,genome
2L,14040170,14094401,54232,FBgn0236389,FBgn0028875,CG32975,nAChRalpha5,0,0,0,1,39,43,18,17,genome
2L,13183849,13191979,8131,FBgn0068395,FBgn0032479,CG16974,CG16974,0,4,1,5,81,101,22,49,genome
3L,8602411,8604149,1739,FBgn0238560,FBgn0017429,CG5989,CG5989,0,0,0,0,43,82,7,22,genome
2R,20562463,20563001,539,FBgn0231441,FBgn0263000,CG43308,CG43308,0,0,0,0,32,17,16,7,genome
X,8160054,8161552,1499,FBgn0233334,FBgn0030014,CG15337,CG15337,1,1,3,0,47,41,11,15,genome
3L,12523987,12525150,1164,FBgn0239147,FBgn0262524,CG14121,ver,0,0,0,0,14,39,4,10,genome
3R,12270890,12271300,411,FBgn0243204,FBgn0038009,CG17738,CG17738,0,0,0,0,9,6,5,4,genome
3R,15266684,15268538,1855,FBgn0243422,FBgn0038311,CG14864,CG14864,3,2,0,4,87,52,31,12,genome
X,5698557,5708633,10077,FBgn0233947,FBgn0029791,CG4096,CG4096,3,3,3,2,28,32,12,17,genome
3R,31800963,31802774,1812,FBgn0228797,FBgn0039879,CG11575,Ir100a,2,4,1,3,81,76,19,26,genome
3R,7224414,7241138,16725,FBgn0242008,FBgn0037487,CG14608,CG14608,1,1,4,0,33,36,9,37,genome
3R,25039374,25040443,1070,FBgn0240721,FBgn0045866,CG11785,bai,0,0,0,0,2,33,0,6,genome
2R,24305881,24313099,7219,FBgn0232005,FBgn0003888,CG3401,betaTub60D,0,0,0,0,0,61,0,16,genome
3R,17374833,17391337,16505,FBgn0241303,FBgn0038499,CG31256,Brf,0,0,0,0,22,129,5,52,genome
X,10212970,10217393,4424,FBgn0235279,FBgn0028342,CG2968,l(1)G0230,0,0,0,0,1,11,0,3,genome
3L,7335442,7339340,3899,FBgn0237739,FBgn0035766,CG8598,eco,4,8,9,5,110,152,41,32,genome
2L,7064431,7065837,1407,FBgn0235798,FBgn0031886,CG8902,Nuf2,1,0,1,1,44,40,22,29,genome
2R,16751503,16772671,21169,FBgn0231665,FBgn0267002,CG8566,unc-104,0,0,0,0,19,300,11,125,genome
3R,16470099,16471406,1308,FBgn0068181,FBgn0027053,CG14884,CSN5,0,0,1,1,2,30,1,7,genome
3L,11074769,11078736,3968,FBgn0239030,FBgn0036124,CG7839,CG7839,2,6,0,4,123,222,23,42,genome
3L,20454690,20464862,10173,FBgn0239620,FBgn0036995,CG5195,atk,2,4,11,6,61,112,33,85,genome
3R,27017180,27018287,1108,FBgn0228452,FBgn0039472,CG17192,CG17192,0,0,0,0,64,73,32,31,genome
X,20166673,20168080,1408,FBgn0233452,FBgn0031092,CG9577,CG9577,1,1,1,1,7,54,3,8,genome
2L,8370454,8374250,3797,FBgn0236151,FBgn0032029,CG17292,CG17292,0,0,0,0,1,45,3,10,genome
2R,18456602,18498026,41425,FBgn0231551,FBgn0028496,CG30116,CG30116,0,0,2,0,61,321,12,105,genome
2L,3470182,3472364,2183,FBgn0235666,FBgn0051776,CG31776,CG31776,0,0,0,0,157,111,86,74,genome
3R,10756296,10759398,3103,FBgn0241777,FBgn0051272,CG31272,CG31272,1,7,5,3,16,51,4,25,genome
3L,3809146,3810196,1051,FBgn0237979,FBgn0052262,CG32262,CG32262,0,0,0,0,30,50,7,25,genome
3R,13679440,13687210,7771,FBgn0241540,FBgn0038168,CG9591,omd,2,0,5,5,27,85,8,33,genome
3L,11620535,11624381,3847,FBgn0068282,FBgn0086254,CG6084,CG6084,0,0,0,1,3,48,1,12,genome
3L,9074643,9092131,17489,FBgn0238098,FBgn0023479,CG4821,Tequila,1,2,1,2,557,520,225,225,genome
2R,9142146,9143914,1769,FBgn0239740,FBgn0086656,CG8055,shrb,0,0,1,0,1,9,1,3,genome
3R,23808285,23819237,10953,FBgn0241067,FBgn0260634,CG10192,eIF4G2,0,0,0,0,96,226,41,65,genome
3L,20342634,20344319,1686,FBgn0236999,FBgn0036970,CG6289,Spn77Bc,1,2,1,1,9,4,5,2,genome
3L,20320952,20322358,1407,FBgn0236999,FBgn0036969,CG6663,Spn77Bb,1,2,1,1,9,4,5,2,genome
3L,1665138,1666594,1457,FBgn0238453,FBgn0035254,CG7974,CG7974,0,0,0,1,8,45,6,21,genome
2R,23351518,23352144,627,FBgn0231893,FBgn0085239,CG34210,CG34210,0,0,0,0,3,15,1,11,genome
X,15333310,15340360,7051,FBgn0234659,FBgn0026428,CG6170,HDAC6,2,4,4,1,37,111,7,13,genome
3L,8116179,8121579,5401,FBgn0238907,FBgn0026252,CG7935,msk,0,0,3,8,5,142,2,38,genome
3L,4093207,4094344,1138,FBgn0238671,FBgn0035496,CG14990,CG14990,8,1,4,2,47,37,20,21,genome
2L,17454263,17455923,1661,FBgn0238671,FBgn0032638,CG6639,CG6639,8,1,4,2,47,37,20,21,genome
3R,4981999,4984232,2234,FBgn0242394,FBgn0037291,CG14662,CG14662,5,9,5,3,17,12,2,12,genome
3L,15826888,15832004,5117,FBgn0239506,FBgn0040230,CG6224,dbo,0,0,3,2,3,58,1,8,genome
3L,9823349,9823897,549,FBgn0237618,FBgn0044048,CG33273,Ilp5,1,2,0,0,3,17,6,2,genome
3R,15328729,15330408,1680,FBgn0241419,FBgn0000533,CG4920,ea,0,2,0,0,11,53,1,22,genome
3L,22863864,22864496,633,FBgn0239857,FBgn0053169,CG33169,CG33169,0,1,1,0,0,1,1,0,genome
3R,26440778,26448991,8214,FBgn0240830,FBgn0263118,CG5441,tx,0,0,0,0,32,59,10,26,genome
3L,12824880,12843106,18227,FBgn0068494,FBgn0036316,CG10960,CG10960,1,0,0,3,9,46,5,15,genome
3R,26040240,26041008,769,FBgn0084506,FBgn0000591,CG8365,E(spl)m8-HLH,0,0,0,1,8,12,4,8,genome
2L,2251510,2252341,832,FBgn0232754,FBgn0042186,CG17239,CG17239,0,0,0,0,1,5,1,0,genome
2L,2250431,2251275,845,FBgn0232754,FBgn0011832,CG17240,Ser12,0,0,0,0,1,5,1,0,genome
2L,15771263,15773113,1851,FBgn0236731,FBgn0051826,CG31826,CG31826,1,0,3,0,13,3,3,7,genome
3R,28992977,29020406,27430,FBgn0228345,FBgn0039620,CG1443,wat,0,0,0,0,12,71,1,32,genome
3L,5598557,5599692,1136,FBgn0237857,FBgn0035621,CG10591,CG10591,1,0,0,1,19,61,12,34,genome
X,10787869,10824277,36409,FBgn0232950,FBgn0262735,CG1691,Imp,0,0,0,3,4,30,2,5,genome
2L,15552723,15583978,31256,FBgn0238336,FBgn0028370,CG4192,kek3,4,1,7,3,8,34,12,26,genome
X,1375536,1378896,3361,FBgn0234181,FBgn0023169,CG3051,AMPKalpha,0,0,4,1,4,38,0,8,genome
2L,14347239,14348790,1552,FBgn0242148,FBgn0028530,CG18124,mTTF,0,0,0,0,20,64,5,31,genome
X,13159604,13162854,3251,FBgn0234534,FBgn0030457,CG12096,CG12096,1,1,1,2,20,17,22,21,genome
3L,11816695,11822275,5581,FBgn0237498,FBgn0036211,CG5946,CG5946,1,0,2,3,2,32,1,1,genome
2L,10936662,10937931,1270,FBgn0235911,FBgn0032318,CG14072,CG14072,0,0,0,0,25,12,10,6,genome
X,5613325,5614467,1143,FBgn0234301,FBgn0085464,CG34435,CG34435,0,0,2,2,9,24,3,3,genome
2R,9132480,9135453,2974,FBgn0236611,FBgn0033382,CG8058,Hydr1,3,1,2,0,12,12,6,8,genome
2R,7699253,7703501,4249,FBgn0236503,FBgn0050493,CG30493,CG30493,1,0,1,0,12,33,9,9,genome
3R,10686943,10696270,9328,FBgn0243083,FBgn0262717,CG43161,Skeletor,0,0,0,1,59,157,24,83,genome
2L,10060816,10063925,3110,FBgn0236275,FBgn0032178,CG4804,Spn31A,0,0,0,1,33,56,11,19,genome
3L,16262740,16263247,508,FBgn0236878,FBgn0036585,CG13071,CG13071,0,0,1,0,4,3,0,3,genome
X,17768569,17778708,10140,FBgn0235131,FBgn0024184,CG6269,unc-4,0,0,0,0,13,24,6,6,genome
2L,1707132,1710421,3290,FBgn0233076,FBgn0031356,CG17660,CG17660,0,1,0,1,11,67,5,33,genome
3R,5232543,5236288,3746,FBgn0242523,FBgn0037301,CG12005,Mms19,6,4,7,8,6,11,5,21,genome
3R,28599834,28605777,5944,FBgn0240946,FBgn0001215,CG9983,Hrb98DE,0,0,0,1,4,40,0,19,genome
2R,17801132,17842820,41689,FBgn0067967,FBgn0259211,CG42311,grh,0,0,0,1,12,63,3,21,genome
3R,9015446,9016822,1377,FBgn0242973,FBgn0037656,CG11986,CG11986,2,1,3,0,27,9,9,2,genome
3L,14805136,14882224,77089,FBgn0239263,FBgn0036454,CG17839,CG17839,0,0,1,2,49,205,21,70,genome
3R,18929196,18978088,48893,FBgn0242635,FBgn0261262,CG42613,CG42613,0,0,8,2,0,10,2,20,genome
3R,9330885,9331885,1001,FBgn0241890,FBgn0037678,CG16749,CG16749,0,1,1,4,13,18,3,12,genome
3R,9329223,9330331,1109,FBgn0241890,FBgn0037677,CG12951,CG12951,0,1,1,4,13,18,3,12,genome
3L,1668901,1670108,1208,FBgn0238220,FBgn0035255,CG7980,RabX5,0,1,1,0,21,45,6,20,genome
3R,25214325,25215188,864,FBgn0228570,FBgn0039291,CG13663,CG13663,0,0,0,0,17,48,8,19,genome
3R,18629151,18641457,12307,FBgn0242271,FBgn0038632,CG14301,CG14301,1,0,2,3,4,5,2,7,genome
3R,13771495,13779317,7823,FBgn0243329,FBgn0038181,CG9297,CG9297,1,0,3,2,37,88,10,31,genome
3L,8601006,8602392,1387,FBgn0068080,FBgn0017579,CG6253,RpL14,0,0,0,0,16,16,0,5,genome
3L,17621824,17630971,9148,FBgn0237251,FBgn0036741,CG7510,CG7510,0,0,0,0,27,169,14,69,genome
3R,11678386,11679690,1305,FBgn0227980,FBgn0011290,CG17358,Taf12,0,0,0,0,4,30,1,14,genome
3L,6076722,6082491,5770,FBgn0238792,FBgn0035676,CG6619,ssp6,0,2,1,1,65,141,17,76,genome
2L,13229832,13230549,718,FBgn0236034,FBgn0032491,CG16815,CG16815,0,0,0,1,28,29,10,10,genome
3L,16103432,16105627,2196,FBgn0237129,FBgn0036570,CG5222,IntS9,0,0,6,4,14,60,0,32,genome
3L,12190733,12192528,1796,FBgn0044885,FBgn0000594,CG17148,Est-P,0,0,0,0,123,100,44,53,genome
3L,12188818,12190705,1888,FBgn0044885,FBgn0000592,CG6917,Est-6,0,0,0,0,123,100,44,53,genome
X,5732740,5734614,1875,FBgn0233950,FBgn0029795,CG15773,CG15773,1,4,0,0,35,10,10,1,genome
2L,14104483,14107461,2979,FBgn0236390,FBgn0028904,CG16879,CG16879,0,0,0,1,51,74,22,36,genome
X,21319791,21324009,4219,FBgn0068396,FBgn0029067,CG1696,Dd,0,0,0,2,0,15,0,2,genome
2R,16750776,16751495,720,FBgn0231666,FBgn0053530,CG33530,Acp53C14c,0,0,0,0,16,26,12,12,genome
2R,24342861,24376473,33613,FBgn0232006,FBgn0004101,CG3411,bs,0,0,0,0,21,66,7,12,genome
3L,12533996,12534403,408,FBgn0239148,FBgn0085271,CG34242,CG34242,0,0,0,0,3,14,1,3,genome
3R,31302489,31305384,2896,FBgn0240516,FBgn0039840,CG11340,CG11340,0,0,0,0,36,115,20,48,genome
3R,6380467,6382604,2138,FBgn0228092,FBgn0010282,CG10281,TfIIFalpha,0,0,0,0,21,112,4,32,genome
3R,7094596,7124185,29590,FBgn0242868,FBgn0261238,CG1070,Alh,1,0,0,1,6,10,0,2,genome
3R,30006034,30009189,3156,FBgn0240612,FBgn0039736,CG7912,CG7912,0,1,0,0,58,111,16,44,genome
3R,23348128,23355163,7036,FBgn0228233,FBgn0264326,CG6768,DNApol-epsilon,0,0,0,0,98,533,32,335,genome
3R,12121583,12128201,6619,FBgn0241660,FBgn0037992,CG4702,CG4702,0,0,0,0,3,21,0,7,genome
3L,13867414,13903236,35823,FBgn0237372,FBgn0264006,CG43749,dysc,0,0,0,0,57,128,26,36,genome
2L,9165421,9166514,1094,FBgn0228453,FBgn0032101,CG9586,CG9586,0,0,0,0,6,28,4,9,genome
X,11360930,11368098,7169,FBgn0234774,FBgn0004864,CG1594,hop,0,6,6,4,9,76,7,28,genome
2L,19419075,19419767,693,FBgn0068182,FBgn0053533,CG33533,lectin-37Db,0,1,0,2,16,10,13,7,genome
3L,8599442,8600879,1438,FBgn0238561,FBgn0017430,CG5994,Nelf-E,0,0,1,1,3,59,0,18,genome
3R,23929873,23931558,1686,FBgn0228682,FBgn0015282,CG5289,Rpt2,0,0,0,0,2,80,0,26,genome
X,20170222,20171526,1305,FBgn0233453,FBgn0031094,CG9578,CG9578,0,0,0,0,3,39,1,21,genome
2L,7059214,7060851,1638,FBgn0235799,FBgn0051907,CG31907,CG31907,6,3,0,2,52,29,61,25,genome
2R,18452737,18454462,1726,FBgn0231552,FBgn0034352,CG17669,CG17669,0,0,0,0,46,100,17,33,genome
3R,31805468,31806769,1302,FBgn0228798,FBgn0039881,CG1971,CG1971,1,2,1,0,23,31,10,11,genome
3R,22440152,22446587,6436,FBgn0241177,FBgn0038968,CG12499,CG12499,1,1,3,3,125,298,45,142,genome
3R,12258737,12302785,44049,FBgn0243205,FBgn0003651,CG11502,svp,0,0,0,0,2,49,1,24,genome
3L,20450532,20452864,2333,FBgn0239621,FBgn0036994,CG5199,CG5199,0,0,0,0,1,8,0,3,genome
2L,8374461,8375549,1089,FBgn0236152,FBgn0032030,CG17293,Wdr82,0,0,0,0,0,45,0,20,genome
3L,17367753,17379530,11778,FBgn0239386,FBgn0036715,CG6445,Cad74A,0,0,1,4,141,405,40,195,genome
2R,10085442,10087127,1686,FBgn0239031,FBgn0028560,CG1380,sut4,1,1,1,4,5,13,6,10,genome
3L,7333544,7335226,1683,FBgn0237740,FBgn0264302,CG43780,CG43780,0,0,1,3,3,22,2,7,genome
2R,23355183,23356441,1259,FBgn0231895,FBgn0050410,CG30410,Rpi,1,1,0,0,2,11,2,12,genome
3R,7241760,7244006,2247,FBgn0242009,FBgn0037488,CG14607,CG14607,2,0,3,4,17,17,7,15,genome
3L,3714826,3806459,91634,FBgn0237983,FBgn0052264,CG32264,CG32264,0,0,0,0,33,40,19,35,genome
X,10220110,10230088,9979,FBgn0235280,FBgn0085437,CG34408,CG34408,1,0,4,0,43,199,8,79,genome
2L,13239989,13241773,1785,FBgn0068283,FBgn0032494,CG5945,CG5945,0,0,0,0,1,41,3,19,genome
3R,25046323,25047409,1087,FBgn0240722,FBgn0039264,CG11786,CG11786,0,0,1,0,15,38,3,4,genome
3L,19096399,19097709,1311,FBgn0239741,FBgn0036848,CG10424,CG10424,0,0,0,1,17,18,7,6,genome
3R,17320004,17366119,46116,FBgn0241304,FBgn0038498,CG14334,beat-IIa,0,0,0,0,10,26,5,11,genome
2R,18052550,18054066,1517,FBgn0068495,FBgn0034295,CG10911,CG10911,0,0,0,0,25,59,15,31,genome
2L,3472603,3475338,2736,FBgn0235667,FBgn0051956,CG31956,pgant4,1,1,0,2,42,118,23,71,genome
3L,8121827,8123615,1789,FBgn0238908,FBgn0035838,CG7942,ldbr,0,1,2,1,67,79,15,23,genome
3L,22864600,22867535,2936,FBgn0239858,FBgn0053170,CG33170,CG33170,0,0,0,1,4,1,1,0,genome
X,10778954,10786907,7954,FBgn0232951,FBgn0025111,CG1683,Ant2,1,0,0,3,2,29,0,12,genome
3R,13675092,13676681,1590,FBgn0241541,FBgn0038166,CG9588,CG9588,1,1,1,0,7,23,1,1,genome
3L,9093053,9094856,1804,FBgn0238099,FBgn0043806,CG32032,CG32032,0,0,0,0,34,47,13,24,genome
